Problem_size,Density,Alpha,Beta,Baseline,GA_cost,Improvement_%,Path
100,0.2,1,1,25266.41,25233.49,0.13,"[(16, 739.2450199116262), (7, 132.69039556873452), (55, 237.42570063458356), (0, 0), (45, 606.4098048793109), (85, 571.66141909103), (0, 0), (19, 927.6349884555011), (56, 746.2682659632029), (40, 110.0348527689692), (0, 0), (44, 531.2388210084545), (77, 318.6731058550974), (0, 0), (35, 933.090198378611), (76, 394.2368263751962), (0, 0), (73, 54.32855069454821), (78, 505.02171078520786), (38, 784.9786858029353), (0, 0), (28, 555.6428442844979), (0, 0), (75, 681.0338122727069), (22, 489.0954613061818), (0, 0), (52, 867.6231411205725), (1, 777.6274334029364), (0, 0), (50, 426.45620428713636), (89, 524.2291957689196), (3, 501.24044501614), (0, 0), (90, 102.57023100081226), (0, 0), (26, 924.883620882715), (0, 0), (6, 230.4263739688564), (27, 25.83463189487006), (0, 0), (32, 419.6952049969875), (0, 0), (39, 18.818947193010747), (0, 0), (31, 141.19925746684874), (0, 0), (83, 237.50812623329162), (0, 0), (15, 715.6917224861859), (79, 875.1299372923739), (0, 0), (60, 594.8392300926953), (0, 0), (71, 56.34001375509585), (0, 0), (59, 67.49229809822297), (0, 0), (11, 694.5681732072436), (0, 0), (74, 591.5526722948603), (0, 0), (98, 802.2238543933199), (0, 0), (88, 374.240524321112), (20, 398.1806156311157), (0, 0), (49, 374.8098593637755), (0, 0), (84, 250.1381882563796), (51, 652.2790945543942), (0, 0), (80, 851.2804951953838), (57, 816.7521946604865), (0, 0), (94, 100.01402843829563), (0, 0), (65, 921.0495020149627), (0, 0), (14, 804.3204016560804), (18, 124.63004984669426), (4, 144.75360504869954), (0, 0), (34, 596.4465106811384), (64, 144.72806103817152), (0, 0), (23, 663.2013485508188), (0, 0), (99, 779.6980632305576), (0, 0), (46, 867.8712148222352), (66, 166.36619101254288), (0, 0), (68, 154.45978179686657), (91, 833.6250952347712), (0, 0), (30, 106.79150634700254), (0, 0), (92, 52.90990459863915), (0, 0), (58, 106.17280177427084), (0, 0), (37, 467.9142199537362), (0, 0), (10, 506.8236016890124), (33, 966.2656802310386), (0, 0), (21, 301.6477430891588), (82, 182.31691118692757), (0, 0), (13, 200.57587600839756), (0, 0), (24, 955.667633789923), (72, 175.46682946491683), (0, 0), (12, 581.5354926116814), (36, 804.5565546973578), (0, 0), (41, 829.5991862678536), (0, 0), (81, 44.43158695077915), (0, 0), (69, 116.37457360168962), (8, 677.9810149392446), (0, 0), (67, 285.4353622555976), (53, 454.44298519422347), (0, 0), (29, 634.3411365694041), (25, 287.15978065517294), (0, 0), (43, 233.40810122446726), (0, 0), (61, 147.02707094850558), (62, 824.839526265885), (47, 603.5040501813869), (0, 0), (5, 14.922351420493342), (86, 416.8461632774891), (0, 0), (70, 22.126868320103593), (0, 0), (2, 971.8545996349064), (54, 248.59172338840676), (0, 0), (17, 131.92669380575595), (0, 0), (95, 843.731376646155), (0, 0), (96, 902.7504907836894), (0, 0), (9, 122.7106721239026), (0, 0), (87, 50.204865807666394), (48, 413.15899770440666), (93, 924.917027149044), (0, 0), (97, 979.5911099060061), (63, 311.0243392501504), (0, 0), (42, 797.0202712368366), (0, 0)]"
100,0.2,2,1,50425.31,50393.06,0.06,"[(16, 739.2450199116262), (7, 132.69039556873452), (55, 237.42570063458356), (72, 175.46682946491683), (0, 0), (19, 927.6349884555011), (56, 746.2682659632029), (0, 0), (44, 531.2388210084545), (77, 318.6731058550974), (0, 0), (35, 933.090198378611), (76, 394.2368263751962), (0, 0), (73, 54.32855069454821), (78, 505.02171078520786), (38, 784.9786858029353), (0, 0), (43, 233.40810122446726), (0, 0), (50, 426.45620428713636), (89, 524.2291957689196), (3, 501.24044501614), (0, 0), (45, 606.4098048793109), (85, 571.66141909103), (0, 0), (75, 681.0338122727069), (22, 489.0954613061818), (1, 777.6274334029364), (0, 0), (74, 591.5526722948603), (0, 0), (58, 106.17280177427084), (0, 0), (6, 230.4263739688564), (27, 25.83463189487006), (0, 0), (15, 715.6917224861859), (79, 875.1299372923739), (40, 110.0348527689692), (0, 0), (39, 18.818947193010747), (0, 0), (88, 374.240524321112), (20, 398.1806156311157), (0, 0), (49, 374.8098593637755), (0, 0), (84, 250.1381882563796), (51, 652.2790945543942), (0, 0), (80, 851.2804951953838), (57, 816.7521946604865), (0, 0), (52, 867.6231411205725), (0, 0), (95, 843.731376646155), (0, 0), (41, 829.5991862678536), (0, 0), (59, 67.49229809822297), (0, 0), (99, 779.6980632305576), (0, 0), (11, 694.5681732072436), (0, 0), (94, 100.01402843829563), (0, 0), (67, 285.4353622555976), (0, 0), (14, 804.3204016560804), (18, 124.63004984669426), (4, 144.75360504869954), (0, 0), (32, 419.6952049969875), (0, 0), (34, 596.4465106811384), (64, 144.72806103817152), (0, 0), (23, 663.2013485508188), (0, 0), (37, 467.9142199537362), (0, 0), (17, 131.92669380575595), (0, 0), (81, 44.43158695077915), (0, 0), (31, 141.19925746684874), (0, 0), (46, 867.8712148222352), (66, 166.36619101254288), (33, 966.2656802310386), (53, 454.44298519422347), (0, 0), (2, 971.8545996349064), (54, 248.59172338840676), (0, 0), (96, 902.7504907836894), (0, 0), (10, 506.8236016890124), (0, 0), (24, 955.667633789923), (0, 0), (30, 106.79150634700254), (0, 0), (13, 200.57587600839756), (0, 0), (26, 924.883620882715), (0, 0), (28, 555.6428442844979), (0, 0), (68, 154.45978179686657), (91, 833.6250952347712), (0, 0), (65, 921.0495020149627), (0, 0), (92, 52.90990459863915), (0, 0), (60, 594.8392300926953), (0, 0), (21, 301.6477430891588), (0, 0), (83, 237.50812623329162), (0, 0), (90, 102.57023100081226), (0, 0), (71, 56.34001375509585), (82, 182.31691118692757), (0, 0), (12, 581.5354926116814), (36, 804.5565546973578), (0, 0), (98, 802.2238543933199), (0, 0), (69, 116.37457360168962), (8, 677.9810149392446), (0, 0), (29, 634.3411365694041), (25, 287.15978065517294), (0, 0), (70, 22.126868320103593), (0, 0), (61, 147.02707094850558), (62, 824.839526265885), (47, 603.5040501813869), (0, 0), (42, 797.0202712368366), (0, 0), (5, 14.922351420493342), (86, 416.8461632774891), (0, 0), (9, 122.7106721239026), (0, 0), (87, 50.204865807666394), (48, 413.15899770440666), (93, 924.917027149044), (0, 0), (97, 979.5911099060061), (63, 311.0243392501504), (0, 0)]"
100,0.2,1,2,5334401.93,4928608.24,7.61,"[(93, 924.917027149044), (72, 175.46682946491683), (0, 0), (62, 824.839526265885), (0, 0), (53, 454.44298519422347), (0, 0), (41, 829.5991862678536), (0, 0), (95, 843.731376646155), (0, 0), (23, 663.2013485508188), (0, 0), (4, 144.75360504869954), (0, 0), (65, 921.0495020149627), (78, 505.02171078520786), (0, 0), (60, 594.8392300926953), (30, 106.79150634700254), (0, 0), (91, 833.6250952347712), (0, 0), (44, 531.2388210084545), (0, 0), (47, 603.5040501813869), (0, 0), (1, 777.6274334029364), (0, 0), (89, 524.2291957689196), (0, 0), (20, 398.1806156311157), (0, 0), (45, 606.4098048793109), (0, 0), (75, 681.0338122727069), (0, 0), (14, 804.3204016560804), (0, 0), (94, 100.01402843829563), (0, 0), (52, 867.6231411205725), (0, 0), (96, 902.7504907836894), (73, 54.32855069454821), (0, 0), (22, 489.0954613061818), (0, 0), (34, 596.4465106811384), (0, 0), (18, 124.63004984669426), (0, 0), (68, 154.45978179686657), (0, 0), (43, 233.40810122446726), (0, 0), (80, 851.2804951953838), (0, 0), (48, 413.15899770440666), (0, 0), (57, 816.7521946604865), (0, 0), (35, 933.090198378611), (0, 0), (32, 419.6952049969875), (0, 0), (3, 501.24044501614), (0, 0), (36, 804.5565546973578), (7, 132.69039556873452), (0, 0), (16, 739.2450199116262), (0, 0), (27, 25.83463189487006), (0, 0), (46, 867.8712148222352), (0, 0), (74, 591.5526722948603), (0, 0), (77, 318.6731058550974), (0, 0), (87, 50.204865807666394), (0, 0), (99, 779.6980632305576), (0, 0), (50, 426.45620428713636), (0, 0), (81, 44.43158695077915), (0, 0), (58, 106.17280177427084), (0, 0), (84, 250.1381882563796), (0, 0), (69, 116.37457360168962), (0, 0), (83, 237.50812623329162), (0, 0), (24, 955.667633789923), (0, 0), (25, 287.15978065517294), (0, 0), (64, 144.72806103817152), (0, 0), (29, 634.3411365694041), (0, 0), (8, 677.9810149392446), (0, 0), (2, 971.8545996349064), (0, 0), (76, 394.2368263751962), (0, 0), (19, 927.6349884555011), (0, 0), (6, 230.4263739688564), (0, 0), (5, 14.922351420493342), (0, 0), (97, 979.5911099060061), (0, 0), (59, 67.49229809822297), (0, 0), (71, 56.34001375509585), (0, 0), (88, 374.240524321112), (0, 0), (33, 966.2656802310386), (0, 0), (10, 506.8236016890124), (0, 0), (54, 248.59172338840676), (0, 0), (15, 715.6917224861859), (0, 0), (12, 581.5354926116814), (40, 110.0348527689692), (0, 0), (67, 285.4353622555976), (0, 0), (28, 555.6428442844979), (0, 0), (51, 652.2790945543942), (0, 0), (98, 802.2238543933199), (70, 22.126868320103593), (0, 0), (79, 875.1299372923739), (0, 0), (86, 416.8461632774891), (0, 0), (21, 301.6477430891588), (0, 0), (26, 924.883620882715), (0, 0), (66, 166.36619101254288), (0, 0), (37, 467.9142199537362), (0, 0), (17, 131.92669380575595), (0, 0), (63, 311.0243392501504), (0, 0), (31, 141.19925746684874), (0, 0), (9, 122.7106721239026), (0, 0), (82, 182.31691118692757), (0, 0), (56, 746.2682659632029), (0, 0), (13, 200.57587600839756), (0, 0), (85, 571.66141909103), (0, 0), (38, 784.9786858029353), (0, 0), (49, 374.8098593637755), (0, 0), (42, 797.0202712368366), (55, 237.42570063458356), (0, 0), (61, 147.02707094850558), (0, 0), (90, 102.57023100081226), (39, 18.818947193010747), (0, 0), (11, 694.5681732072436), (92, 52.90990459863915), (0, 0)]"
100,1,1,1,18266.19,18253.06,0.07,"[(34, 596.4465106811384), (4, 144.75360504869954), (0, 0), (62, 824.839526265885), (44, 531.2388210084545), (0, 0), (35, 933.090198378611), (0, 0), (14, 804.3204016560804), (0, 0), (29, 634.3411365694041), (0, 0), (42, 797.0202712368366), (0, 0), (99, 779.6980632305576), (0, 0), (93, 924.917027149044), (0, 0), (74, 591.5526722948603), (55, 237.42570063458356), (0, 0), (13, 200.57587600839756), (17, 131.92669380575595), (72, 175.46682946491683), (0, 0), (80, 851.2804951953838), (57, 816.7521946604865), (0, 0), (85, 571.66141909103), (0, 0), (64, 144.72806103817152), (0, 0), (75, 681.0338122727069), (79, 875.1299372923739), (0, 0), (88, 374.240524321112), (0, 0), (48, 413.15899770440666), (0, 0), (76, 394.2368263751962), (73, 54.32855069454821), (0, 0), (24, 955.667633789923), (66, 166.36619101254288), (0, 0), (19, 927.6349884555011), (47, 603.5040501813869), (0, 0), (98, 802.2238543933199), (0, 0), (18, 124.63004984669426), (0, 0), (25, 287.15978065517294), (81, 44.43158695077915), (23, 663.2013485508188), (0, 0), (89, 524.2291957689196), (92, 52.90990459863915), (0, 0), (78, 505.02171078520786), (0, 0), (37, 467.9142199537362), (0, 0), (63, 311.0243392501504), (46, 867.8712148222352), (0, 0), (86, 416.8461632774891), (28, 555.6428442844979), (0, 0), (82, 182.31691118692757), (0, 0), (51, 652.2790945543942), (59, 67.49229809822297), (0, 0), (54, 248.59172338840676), (0, 0), (7, 132.69039556873452), (53, 454.44298519422347), (0, 0), (96, 902.7504907836894), (0, 0), (87, 50.204865807666394), (0, 0), (2, 971.8545996349064), (0, 0), (9, 122.7106721239026), (32, 419.6952049969875), (0, 0), (61, 147.02707094850558), (0, 0), (15, 715.6917224861859), (0, 0), (69, 116.37457360168962), (0, 0), (77, 318.6731058550974), (56, 746.2682659632029), (0, 0), (38, 784.9786858029353), (0, 0), (6, 230.4263739688564), (0, 0), (33, 966.2656802310386), (0, 0), (84, 250.1381882563796), (0, 0), (5, 14.922351420493342), (20, 398.1806156311157), (0, 0), (16, 739.2450199116262), (70, 22.126868320103593), (0, 0), (1, 777.6274334029364), (26, 924.883620882715), (0, 0), (49, 374.8098593637755), (65, 921.0495020149627), (0, 0), (3, 501.24044501614), (0, 0), (97, 979.5911099060061), (0, 0), (36, 804.5565546973578), (0, 0), (41, 829.5991862678536), (12, 581.5354926116814), (0, 0), (94, 100.01402843829563), (21, 301.6477430891588), (0, 0), (40, 110.0348527689692), (0, 0), (43, 233.40810122446726), (30, 106.79150634700254), (0, 0), (22, 489.0954613061818), (0, 0), (11, 694.5681732072436), (58, 106.17280177427084), (0, 0), (52, 867.6231411205725), (0, 0), (27, 25.83463189487006), (60, 594.8392300926953), (0, 0), (90, 102.57023100081226), (83, 237.50812623329162), (0, 0), (45, 606.4098048793109), (0, 0), (8, 677.9810149392446), (91, 833.6250952347712), (0, 0), (50, 426.45620428713636), (0, 0), (39, 18.818947193010747), (31, 141.19925746684874), (0, 0), (95, 843.731376646155), (10, 506.8236016890124), (0, 0), (67, 285.4353622555976), (0, 0), (68, 154.45978179686657), (0, 0), (71, 56.34001375509585), (0, 0)]"
100,1,2,1,36457.92,36448.23,0.03,"[(28, 555.6428442844979), (0, 0), (14, 804.3204016560804), (0, 0), (50, 426.45620428713636), (0, 0), (86, 416.8461632774891), (59, 67.49229809822297), (0, 0), (13, 200.57587600839756), (17, 131.92669380575595), (0, 0), (27, 25.83463189487006), (60, 594.8392300926953), (0, 0), (65, 921.0495020149627), (0, 0), (82, 182.31691118692757), (0, 0), (45, 606.4098048793109), (0, 0), (5, 14.922351420493342), (20, 398.1806156311157), (0, 0), (29, 634.3411365694041), (0, 0), (48, 413.15899770440666), (0, 0), (77, 318.6731058550974), (56, 746.2682659632029), (0, 0), (87, 50.204865807666394), (0, 0), (99, 779.6980632305576), (0, 0), (41, 829.5991862678536), (0, 0), (64, 144.72806103817152), (0, 0), (80, 851.2804951953838), (0, 0), (52, 867.6231411205725), (0, 0), (54, 248.59172338840676), (0, 0), (71, 56.34001375509585), (0, 0), (24, 955.667633789923), (66, 166.36619101254288), (0, 0), (84, 250.1381882563796), (0, 0), (18, 124.63004984669426), (0, 0), (1, 777.6274334029364), (26, 924.883620882715), (0, 0), (33, 966.2656802310386), (0, 0), (88, 374.240524321112), (0, 0), (43, 233.40810122446726), (30, 106.79150634700254), (0, 0), (96, 902.7504907836894), (0, 0), (75, 681.0338122727069), (79, 875.1299372923739), (0, 0), (47, 603.5040501813869), (0, 0), (85, 571.66141909103), (0, 0), (76, 394.2368263751962), (73, 54.32855069454821), (0, 0), (25, 287.15978065517294), (81, 44.43158695077915), (23, 663.2013485508188), (0, 0), (69, 116.37457360168962), (0, 0), (63, 311.0243392501504), (46, 867.8712148222352), (0, 0), (51, 652.2790945543942), (0, 0), (11, 694.5681732072436), (58, 106.17280177427084), (0, 0), (39, 18.818947193010747), (31, 141.19925746684874), (0, 0), (61, 147.02707094850558), (0, 0), (35, 933.090198378611), (0, 0), (22, 489.0954613061818), (0, 0), (38, 784.9786858029353), (0, 0), (98, 802.2238543933199), (0, 0), (62, 824.839526265885), (44, 531.2388210084545), (0, 0), (49, 374.8098593637755), (0, 0), (74, 591.5526722948603), (72, 175.46682946491683), (0, 0), (3, 501.24044501614), (0, 0), (2, 971.8545996349064), (0, 0), (15, 715.6917224861859), (0, 0), (93, 924.917027149044), (0, 0), (90, 102.57023100081226), (83, 237.50812623329162), (0, 0), (67, 285.4353622555976), (0, 0), (97, 979.5911099060061), (0, 0), (55, 237.42570063458356), (0, 0), (12, 581.5354926116814), (0, 0), (57, 816.7521946604865), (0, 0), (42, 797.0202712368366), (0, 0), (34, 596.4465106811384), (4, 144.75360504869954), (0, 0), (19, 927.6349884555011), (0, 0), (68, 154.45978179686657), (0, 0), (37, 467.9142199537362), (0, 0), (16, 739.2450199116262), (70, 22.126868320103593), (0, 0), (36, 804.5565546973578), (0, 0), (9, 122.7106721239026), (32, 419.6952049969875), (0, 0), (7, 132.69039556873452), (53, 454.44298519422347), (0, 0), (78, 505.02171078520786), (0, 0), (89, 524.2291957689196), (92, 52.90990459863915), (0, 0), (6, 230.4263739688564), (0, 0), (94, 100.01402843829563), (21, 301.6477430891588), (0, 0), (95, 843.731376646155), (10, 506.8236016890124), (40, 110.0348527689692), (0, 0), (8, 677.9810149392446), (91, 833.6250952347712), (0, 0)]"
100,1,1,2,5404978.09,4174240.17,22.77,"[(14, 804.3204016560804), (73, 54.32855069454821), (0, 0), (29, 634.3411365694041), (53, 454.44298519422347), (0, 0), (65, 921.0495020149627), (59, 67.49229809822297), (0, 0), (2, 971.8545996349064), (5, 14.922351420493342), (39, 18.818947193010747), (0, 0), (3, 501.24044501614), (0, 0), (79, 875.1299372923739), (0, 0), (21, 301.6477430891588), (0, 0), (95, 843.731376646155), (43, 233.40810122446726), (0, 0), (99, 779.6980632305576), (0, 0), (1, 777.6274334029364), (30, 106.79150634700254), (0, 0), (16, 739.2450199116262), (0, 0), (45, 606.4098048793109), (0, 0), (38, 784.9786858029353), (0, 0), (63, 311.0243392501504), (0, 0), (33, 966.2656802310386), (0, 0), (90, 102.57023100081226), (0, 0), (68, 154.45978179686657), (0, 0), (44, 531.2388210084545), (0, 0), (67, 285.4353622555976), (0, 0), (80, 851.2804951953838), (78, 505.02171078520786), (28, 555.6428442844979), (0, 0), (37, 467.9142199537362), (0, 0), (97, 979.5911099060061), (23, 663.2013485508188), (46, 867.8712148222352), (70, 22.126868320103593), (0, 0), (19, 927.6349884555011), (0, 0), (62, 824.839526265885), (85, 571.66141909103), (0, 0), (74, 591.5526722948603), (55, 237.42570063458356), (0, 0), (93, 924.917027149044), (72, 175.46682946491683), (0, 0), (8, 677.9810149392446), (17, 131.92669380575595), (0, 0), (52, 867.6231411205725), (0, 0), (26, 924.883620882715), (32, 419.6952049969875), (0, 0), (98, 802.2238543933199), (60, 594.8392300926953), (0, 0), (86, 416.8461632774891), (0, 0), (51, 652.2790945543942), (0, 0), (41, 829.5991862678536), (94, 100.01402843829563), (82, 182.31691118692757), (0, 0), (64, 144.72806103817152), (0, 0), (24, 955.667633789923), (66, 166.36619101254288), (0, 0), (10, 506.8236016890124), (0, 0), (77, 318.6731058550974), (0, 0), (61, 147.02707094850558), (0, 0), (54, 248.59172338840676), (0, 0), (48, 413.15899770440666), (0, 0), (88, 374.240524321112), (0, 0), (15, 715.6917224861859), (31, 141.19925746684874), (0, 0), (87, 50.204865807666394), (0, 0), (20, 398.1806156311157), (0, 0), (89, 524.2291957689196), (9, 122.7106721239026), (0, 0), (76, 394.2368263751962), (0, 0), (6, 230.4263739688564), (0, 0), (11, 694.5681732072436), (92, 52.90990459863915), (0, 0), (25, 287.15978065517294), (0, 0), (91, 833.6250952347712), (0, 0), (57, 816.7521946604865), (56, 746.2682659632029), (0, 0), (69, 116.37457360168962), (0, 0), (75, 681.0338122727069), (27, 25.83463189487006), (0, 0), (22, 489.0954613061818), (58, 106.17280177427084), (0, 0), (42, 797.0202712368366), (81, 44.43158695077915), (7, 132.69039556873452), (0, 0), (12, 581.5354926116814), (0, 0), (35, 933.090198378611), (0, 0), (13, 200.57587600839756), (0, 0), (96, 902.7504907836894), (47, 603.5040501813869), (0, 0), (50, 426.45620428713636), (0, 0), (83, 237.50812623329162), (0, 0), (4, 144.75360504869954), (0, 0), (49, 374.8098593637755), (0, 0), (71, 56.34001375509585), (0, 0), (34, 596.4465106811384), (18, 124.63004984669426), (0, 0), (36, 804.5565546973578), (40, 110.0348527689692), (0, 0), (84, 250.1381882563796), (0, 0)]"
